entry_point_distance,area,label
0.9867503579231446,0.14794152949245543,1
1.1694000900652943,0.18125214334705075,1
0.5612608283330708,0.02488425925925926,1
0.665224778166725,0.10488940329218106,1
0.8063640047108244,3.7722908093278466e-05,0
0.05937488719215333,0.11762645747599451,1
0.1737289723388243,0.14308641975308642,1
1.034285370538127,4.715363511659808e-06,0
1.0150749869250708,5.915637860082304e-05,0
0.5819442602904921,0.04887774348422497,1
0.7698805422808892,0.11431327160493827,1
1.0053696711075932,6.858710562414266e-06,0
0.04482858680337113,0.062040037722908094,1
0.20047953485517567,0.03417566872427984,1
0.7478478495226588,0.011560356652949246,1
1.097910785664511,2.2290809327846364e-05,0
0.8367624918482307,0.05272162208504801,1
1.1315648268994554,4.672496570644719e-05,0
0.8895695696258891,0.002444701646090535,0
0.41853490626715995,0.03065414951989026,1
0.20401491378821054,0.09568930041152264,1
0.4676246780337548,0.029327846364883402,1
0.8548136915070609,0.0024387002743484227,0
0.6563841802206203,0.00026963305898491084,0
0.7647632481943362,9.430727023319617e-06,0
0.6909268937920696,0.07114497599451303,1
1.010325634395736,7.287379972565158e-06,0
0.6996594311634141,0.0011454046639231825,0
0.6677794211273713,0.000612997256515775,0
0.7058568424476582,0.2665119170096022,1
0.4889765634067164,0.0003802297668038409,0
0.8991098326031566,0.023271176268861455,1
1.0022266020544301,0.003029406721536351,0
0.623285027066836,0.02183127572016461,1
0.41337381986767013,0.05448388203017833,1
1.1344614332291005,0.10603052126200274,1
0.589427310347776,0.02198516803840878,1
0.4393730725078554,0.06339163237311385,1
0.13148148148148148,0.1315642146776406,1
0.669566737459537,0.04657407407407407,1
0.09631410091811736,0.060536265432098765,1
0.7446770412384146,0.08828403635116598,1
0.5280668474124055,0.08881858710562414,1
0.5717695680582134,0.02759044924554184,1
0.7419434680212293,0.08756901577503429,1
1.0944334774157543,0.00021733539094650206,0
1.0230555513654662,0.00036093964334705077,0
0.9504890085009964,3.429355281207133e-06,0
0.8737758436611226,0.00737054183813443,0
0.9200275089821774,6.858710562414266e-06,0
0.9071768414556918,8.444787379972565e-05,0
0.35926403204160706,0.08851123113854595,1
0.28121332255893655,0.04909507887517147,1
0.3922474024023079,0.1100960219478738,1
0.4602140612447131,0.06650805898491084,1
0.6704471001719254,0.10107810356652949,1
1.049000111805476,7.544581618655693e-05,0
1.0068574887954522,9.73079561042524e-05,0
0.2744866764127554,0.17512988683127573,1
0.20641295989767072,2.7434842249657064e-05,0
0.2237601106221217,4.758230452674897e-05,0
0.5248619911361166,0.0480761316872428,1
0.5639033325401894,0.027842506858710564,1
0.3259469690176563,0.03793895747599451,1
0.21873811941086518,0.1019272976680384,1
1.0652929683273173,0.2088215877914952,1
0.5052875425793427,2.7434842249657064e-05,0
0.4637770619999564,0.00010845336076817559,0
0.2609468882045709,0.05832175925925926,1
0.10659012171228266,0.13648276748971194,1
1.1351595066879996,9.002057613168725e-06,0
0.8887750698734367,6.515775034293553e-05,0
0.8786544301838783,0.0,0
0.878308950083615,2.614883401920439e-05,0
0.8532777920453603,2.05761316872428e-05,0
0.8279124093018504,1.328875171467764e-05,0
